000300',沪深300,日线,,,,
日期,开盘,最高,最低,收盘,成交量,成交额
6/12/2018,3783.18,3830.47,3765.26,3825.95,73206240,116217143296
6/13/2018,3814.62,3817.45,3782.07,3788.34,66377968,97185497088
6/14/2018,3774.63,3808.15,3759.25,3773.37,68471320,99234013184
6/15/2018,3763.04,3780.34,3737.42,3753.42,85488896,109534904320
6/19/2018,3702.66,3712.82,3583.02,3621.12,160706544,193848803328
6/20/2018,3602.55,3649.34,3578.16,3635.43,86718096,112804814848
6/21/2018,3633.56,3673.56,3589.49,3592.97,93908552,115584147456
6/22/2018,3567.88,3609.08,3542.46,3608.89,75117864,89687285760
6/25/2018,3625.8,3631.03,3559.03,3560.48,79877080,106690347008
6/26/2018,3521.59,3541.78,3478.21,3531.11,84985272,108132163584
6/27/2018,3525.12,3537.65,3441.79,3459.26,81491816,107628896256
6/28/2018,3434.93,3477.06,3416.95,3423.53,75918048,98570526720
6/29/2018,3431.96,3512.37,3425.22,3510.98,77257032,97616363520
7/2/2018,3504.46,3506.89,3383.5,3407.96,84351448,107601543168
7/3/2018,3410.48,3422.04,3319.29,3409.28,95278696,129898020864
7/4/2018,3398.78,3418.33,3359.09,3363.75,75158000,93648560128
7/5/2018,3365.55,3398.49,3330.71,3342.43,81587984,97544617984
7/6/2018,3347.06,3396.25,3295.73,3365.12,86097576,109481943040
7/9/2018,3378.9,3459.32,3378.9,3459.17,76601544,100918861824
7/10/2018,3464.9,3474.13,3437.27,3467.52,69548824,90127441920
7/11/2018,3398.92,3427.57,3375.13,3407.53,72040952,89661505536
7/12/2018,3403.33,3499.1,3403.33,3481.06,96353568,117805514752
7/13/2018,3488.5,3499.76,3474.9,3492.68,72955896,99800186880
7/16/2018,3488.97,3506.24,3459.73,3472.09,68282000,90754285568
7/17/2018,3466.41,3467.18,3420.97,3449.37,61983076,85720563712
7/18/2018,3456.61,3479.26,3430.15,3431.32,66530328,88556871680
7/19/2018,3444.8,3466.51,3417.96,3428.34,68477712,88804909056
7/20/2018,3426.46,3505.92,3398.95,3492.88,101984728,122196951040
7/23/2018,3471.86,3527.53,3464.64,3525.75,119036624,143960932352
7/24/2018,3530.65,3596.51,3530.65,3581.71,156912432,177448960000
7/25/2018,3589.51,3589.98,3566.31,3577.75,96758504,112176693248
7/26/2018,3583.32,3593.91,3528.63,3536.25,90349640,105577283584
7/27/2018,3533.77,3545.4,3512.7,3521.23,70178104,81192173568
7/30/2018,3520.85,3550.89,3489.55,3515.08,82116992,96183099392
7/31/2018,3510.47,3528.14,3493.14,3517.65,67980816,80022151168
8/1/2018,3530.03,3543.61,3446.78,3447.38,90348616,107477213184
8/2/2018,3434.35,3434.35,3322.1,3370.96,101308728,122401284096
8/3/2018,3366.65,3381.34,3315.2,3315.28,70796912,91395989504
8/6/2018,3312.82,3344.25,3257.68,3273.27,77975080,97517993984
8/7/2018,3284.98,3368.96,3263.5,3368.87,91783920,107512225792
8/8/2018,3362.14,3368.15,3311.77,3314.51,79284864,90958913536
8/9/2018,3303.48,3408.38,3299.62,3397.53,91957568,108802318336
8/10/2018,3398.4,3424.04,3380.57,3405.02,68967296,85634523136
8/13/2018,3369.98,3396.18,3336.7,3390.34,76191536,90869293056
8/14/2018,3386.48,3391.73,3356.61,3372.9,60651448,72121991168
8/15/2018,3371.96,3372.13,3288.71,3291.98,68174056,83402194944
8/16/2018,3251.86,3315.2,3231.56,3276.73,76547368,89269174272
8/17/2018,3305.89,3311.57,3224.1,3229.62,67395416,84452450304
8/20/2018,3238.22,3267.25,3209.01,3267.25,70904224,88963383296
8/21/2018,3271.84,3331.71,3270.03,3326.64,75205584,97925840896
8/22/2018,3328.97,3328.97,3299.38,3307.95,50787056,66548535296
8/23/2018,3308.46,3336.11,3285.81,3320.03,61112336,80212787200
8/24/2018,3308.48,3353.04,3291.87,3325.33,63765896,77197844480
8/27/2018,3339.38,3406.57,3339.26,3406.57,94270080,114960965632
8/28/2018,3408.14,3416.59,3388.81,3400.16,75445360,94945951744
8/29/2018,3393.05,3398.71,3377.12,3386.57,67020404,79072296960
8/30/2018,3385.81,3402.56,3349.47,3351.09,68385288,80226050048
8/31/2018,3333.37,3356.58,3310.87,3334.5,76205632,96091889664
9/3/2018,3320.68,3325.61,3291.78,3321.82,66429856,81305681920
9/4/2018,3324.18,3370.96,3307.96,3363.89,67088808,85892038656
9/5/2018,3349.7,3354.2,3298.13,3298.13,64301888,80656678912
9/6/2018,3286.65,3311.5,3253.76,3262.87,62300288,79373139968
9/7/2018,3273.88,3316.61,3253.73,3277.63,63947408,81263443968
9/10/2018,3271.37,3277.87,3227.85,3230.07,63817052,76175581184
9/11/2018,3229.71,3245.62,3209.11,3224.21,58491304,67722117120
9/12/2018,3216.99,3225.6,3194.98,3202.02,54627900,68887019520
9/13/2018,3239.68,3249.59,3191.39,3236.57,67290328,85887959040
9/14/2018,3242.83,3254.1,3227.93,3242.09,60130640,76481208320
9/17/2018,3224.92,3230.79,3200.51,3204.91,52259548,60650942464
9/18/2018,3193.63,3270.11,3193.63,3269.42,70425032,83899138048
9/19/2018,3262,3335.99,3258.31,3312.48,89170664,109395427328
9/20/2018,3314.87,3332.31,3303.07,3310.12,64561056,76660842496
9/21/2018,3320.7,3410.49,3307.77,3410.49,108416008,123573116928
9/25/2018,3375.97,3394.37,3367.03,3379.8,69054696,82870026240
9/26/2018,3388.56,3448.26,3383.24,3417.24,93173344,119113318400
9/27/2018,3415.95,3423.71,3394.73,3403.59,69765240,87573299200
9/28/2018,3409.96,3444.99,3404.7,3438.86,84377760,94880276480
10/8/2018,3361.56,3364.46,3285.25,3290.89,97888992,114164219904
10/9/2018,3290.16,3309.8,3276.12,3288.68,66723272,78372937728
10/10/2018,3295.42,3315.73,3256.58,3281.6,64492828,79166808064
10/11/2018,3179.54,3209.52,3099.04,3124.11,120941344,125723082752
10/12/2018,3123.37,3184.12,3094.97,3170.73,98611152,104423079936
10/15/2018,3173.85,3183.12,3120.23,3126.45,69605024,77137698816
10/16/2018,3128.58,3166.09,3089.37,3100.97,68887720,75206467584
10/17/2018,3140.67,3149.12,3062.55,3118.25,76837136,86132695040
10/18/2018,3097.79,3097.79,3043.37,3044.38,73771968,79703728128
10/19/2018,3017.75,3137.75,3009.5,3134.95,98839688,110951366656
10/22/2018,3159.56,3297.37,3159.56,3270.27,145862048,170651303936
10/23/2018,3273.12,3276.02,3163.57,3183.42,121013240,142589181952
10/24/2018,3169.46,3245.39,3164.29,3188.2,110909744,120954388480
10/25/2018,3107.84,3197.32,3099.88,3194.31,106951816,113291747328
10/26/2018,3204.28,3218.1,3151.91,3173.63,101299352,106070368256
10/29/2018,3157.49,3158.81,3062.58,3076.88,91839792,108479488000
10/30/2018,3061.92,3146.62,3050.77,3110.26,116070104,131767099392
10/31/2018,3116.65,3168.91,3106.03,3153.82,111207456,117099700224
11/1/2018,3185.2,3217.8,3173.1,3177.03,132653376,145919311872
11/2/2018,3258.61,3290.25,3222.43,3290.25,153466112,178340642816
11/5/2018,3269.47,3279.87,3230.36,3262.84,109706680,123630919680
11/6/2018,3254.98,3254.98,3213.89,3243.14,83869136,91703902208
11/7/2018,3243.87,3270.5,3218.41,3221.9,91615528,101814919168
11/8/2018,3251.73,3253.57,3207.71,3212.77,76414544,85221662720
11/9/2018,3193.3,3193.3,3166.31,3167.43,84282760,88194195456
11/12/2018,3160.25,3206.51,3152.43,3205.13,88062392,97363050496
11/13/2018,3164.91,3254.77,3161.1,3237.37,126493464,125603045376
11/14/2018,3233.63,3239.24,3200.23,3204.93,113808656,105386565632
11/15/2018,3201.28,3242.37,3198.78,3242.37,98558808,100119191552
11/16/2018,3242.87,3282.38,3223.72,3257.66,126876832,135379804160
11/19/2018,3258.79,3294.6,3251.07,3294.6,115956592,123188781056
11/20/2018,3268.08,3278.78,3213.67,3218.4,109361152,114155069440
11/21/2018,3187.1,3230.26,3185.24,3226.49,84119728,87813275648
11/22/2018,3232.97,3235.45,3199.7,3214.42,65098292,70083371008
11/23/2018,3208.59,3212.2,3139.38,3143.48,84638256,86864945152
11/26/2018,3148.66,3169.43,3131.63,3141.24,59379140,61899481088
11/27/2018,3152.77,3162.01,3126.29,3137.24,55407832,61946261504
11/28/2018,3137.75,3179.4,3126.62,3178.92,74881952,77620551680
11/29/2018,3198.83,3204.86,3137.64,3137.64,80498464,86927613952
11/30/2018,3136.2,3175.14,3132.41,3172.68,70921040,77297696768
12/3/2018,3260.68,3273.63,3228.36,3260.95,121487160,145828413440
12/4/2018,3256.23,3267.93,3243.7,3267.71,79415040,90543603712
12/5/2018,3224.26,3266.89,3219.98,3252,76153056,90909097984
12/6/2018,3218.11,3223.52,3179.88,3181.66,76328768,95678881792
12/7/2018,3187.49,3193.82,3176.71,3181.56,53361924,66323972096
12/10/2018,3153.52,3170.14,3134.37,3144.76,63437272,73717202944
12/11/2018,3148.23,3161.96,3143.61,3159.82,53223876,60014968832
12/12/2018,3181.57,3182.21,3160.28,3170.61,53309912,60536221696
12/13/2018,3178.88,3234.08,3169.41,3219.68,90442752,103375478784
12/14/2018,3207.35,3210.72,3165.9,3165.9,84301248,91576901632
12/17/2018,3158.28,3167.51,3134.37,3161.2,66497008,77151494144
12/18/2018,3139.95,3165,3114.47,3128.42,63820320,72035450880
12/19/2018,3133.74,3137.01,3086.76,3091.12,55522300,67872923648
12/20/2018,3083.54,3097.72,3044.29,3067.41,69749464,78181425152
12/21/2018,3055.33,3057.39,3007.61,3029.39,76758104,84824064000
12/24/2018,3015.5,3040.35,3007.33,3038.2,57299616,63880740864
12/25/2018,3006.87,3030.13,2964.87,3017.28,78689424,80413564928
12/26/2018,3012.87,3029.06,2996.48,3002.03,55647032,58574970880
12/27/2018,3042.95,3047.23,2990.51,2990.51,80541784,81159266304
12/28/2018,2994.8,3024.35,2984.82,3010.64,71053776,78145306624
1/2/2019,3017.07,3018.78,2958.49,2969.54,68663024,76105572352
1/3/2019,2963.02,3000.43,2953.25,2964.84,70867104,76664799232
1/4/2019,2940.18,3036.81,2935.83,3035.87,103318976,107141038080
1/7/2019,3055.14,3061.75,3035.9,3054.3,101164360,105703940096
1/8/2019,3049.87,3055.51,3038.53,3047.7,86170584,79628886016
1/9/2019,3065.23,3117.96,3062.85,3078.48,107364352,117129674752
1/10/2019,3077.48,3092.54,3062.57,3072.68,85271760,90206871552
1/11/2019,3082.26,3102.83,3071.03,3094.78,71786424,77420240896
1/14/2019,3092.5,3097.4,3064.37,3067.78,66121704,68115968000
1/15/2019,3071.52,3129.37,3064.66,3127.99,88772960,99976888320
1/16/2019,3126.12,3135.01,3117.29,3128.64,80214344,85781594112
1/17/2019,3132.62,3141.71,3110.06,3111.41,80174872,82888204288
1/18/2019,3124.5,3171.68,3120.35,3168.16,103963832,106780655616
1/21/2019,3170.87,3199.21,3170.87,3185.63,93915024,105536987136
1/22/2019,3181.95,3181.95,3135.34,3143.32,72990528,78150877184
1/23/2019,3136.1,3157.62,3131.87,3141.05,59870480,62669651968
1/24/2019,3146.6,3165.62,3125.3,3158.78,72934640,80963878912
1/25/2019,3165.17,3203.16,3164.4,3184.47,83967728,93207953408
1/28/2019,3203.12,3228.87,3174.72,3183.78,82622432,97371496448
1/29/2019,3177.26,3200.99,3148.23,3193.97,77658336,85943910400
1/30/2019,3181.65,3202.89,3167.88,3168.48,63746516,73005121536
1/31/2019,3182.7,3216.07,3178.01,3201.62,86247840,97509924864
2/1/2019,3225.73,3247.5,3207.72,3247.39,82019640,94766415872
2/11/2019,3239.81,3307.06,3239.81,3306.47,98818432,114752356352
2/12/2019,3306.35,3335.36,3298.62,3330.34,122232464,122834100224
2/13/2019,3337.78,3405.58,3329.13,3397.03,163828336,168866267136
2/14/2019,3392.85,3415.39,3381.98,3402.13,151127296,138649288704
2/15/2019,3391.24,3395.03,3335.87,3338.7,143668608,141555056640
2/18/2019,3366.41,3445.74,3366.41,3445.74,182886096,180449738752
2/19/2019,3454.72,3480.79,3419.07,3439.61,179083792,185762742272
2/20/2019,3449.92,3463.77,3421.51,3451.92,147390304,145570267136
2/21/2019,3450.13,3500.25,3431.62,3442.71,180143280,185197150208
2/22/2019,3439.37,3520.12,3417.98,3520.12,187237968,202869293056
2/25/2019,3575.85,3729.48,3574.68,3729.48,342557120,376382390272
2/26/2019,3734.71,3762.11,3679.27,3684.68,358038688,387632857088
2/27/2019,3682.81,3737.62,3638.33,3678.38,286236000,307306135552
2/28/2019,3675.26,3695.46,3650.05,3669.37,184810224,206010957824
3/1/2019,3699.22,3749.71,3668.77,3749.71,204711008,235620630528
3/4/2019,3783.04,3886.58,3764.78,3794.1,323490112,376397299712
3/5/2019,3785.37,3816.15,3770.79,3816.01,230853168,261464129536
3/6/2019,3822.86,3855.15,3787.52,3848.09,318077376,331155603456
3/7/2019,3841.14,3845.17,3778.8,3808.85,329846560,359339163648
3/8/2019,3721.39,3774.54,3656.18,3657.58,317990080,349296689152
3/11/2019,3663.98,3731.9,3650.81,3729.95,230912864,268718456832
3/12/2019,3758.32,3804.72,3723.67,3755.35,274926368,325180620800
3/13/2019,3758.71,3763.09,3708.81,3724.18,233682240,286171037696
3/14/2019,3710.29,3747.82,3673.85,3698.49,190817232,231820148736
3/15/2019,3713.93,3782.24,3713.93,3745.01,175174544,224194363392
3/18/2019,3753.63,3851.75,3733.67,3851.75,216928064,276473446400
3/19/2019,3856.59,3868.34,3815.22,3833.96,181727104,224096894976
3/20/2019,3825.34,3855.14,3790.51,3835.43,175632096,215407001600
3/21/2019,3840.28,3864.07,3823.47,3836.88,196310304,231993442304
3/22/2019,3838.12,3845.58,3786.59,3833.8,171356992,198518390784
3/25/2019,3776.43,3807.17,3741.61,3742.83,198586336,223396560896
3/26/2019,3766.53,3770.84,3687.55,3700.43,173046576,196547805184
3/27/2019,3724.4,3750.26,3703.45,3743.38,138758448,177507532800
3/28/2019,3731.06,3755.72,3710.08,3728.39,133272128,172604391424
3/29/2019,3739.77,3876.37,3739.77,3872.34,215639104,283022295040
4/1/2019,3901.16,3982.9,3901.16,3973.92,271382720,340799389696
4/2/2019,3986.34,3988.1,3956.51,3971.29,226000336,281892061184
4/3/2019,3947.87,4026.5,3939.78,4022.15,231917376,284826501120
4/4/2019,4039.74,4072.11,4021.71,4062.23,260410944,313539428352
4/8/2019,4097.1,4122.6,4017.49,4057.23,267505568,324670455808
4/9/2019,4063.81,4084.24,4038.28,4075.42,182956800,243187908608
4/10/2019,4062.43,4115.37,4035.47,4085.85,194687616,278282043392
4/11/2019,4083.46,4097.12,3990.24,3997.58,169049648,236259147776
4/12/2019,3986.78,4006.92,3961.46,3988.62,135862112,178795937792
4/15/2019,4056.49,4085.38,3974.23,3975.52,182645568,236298731520
4/16/2019,3958.1,4085.79,3943.49,4085.79,202041968,250569211904
4/17/2019,4080.72,4106.62,4057.5,4087.24,180367120,228824432640
4/18/2019,4085.11,4094.05,4056.24,4072.08,146562128,187812691968
4/19/2019,4076.3,4120.64,4046.2,4120.6,150794912,194701688832
4/22/2019,4125.97,4126.08,4015.47,4025.61,189353744,244380549120
4/23/2019,4021.62,4061.09,4005.28,4019.01,155611648,204121505792
4/24/2019,4033.62,4044.34,3967.81,4030.09,145498688,186497957888
4/25/2019,4013.6,4022.56,3938.33,3941.82,159722064,197530992640
4/26/2019,3921.88,3943.83,3887.25,3889.27,142008064,186572144640
4/29/2019,3896.58,3953.23,3875.45,3900.33,153870928,203946557440
4/30/2019,3887.17,3923.11,3885.14,3913.21,116233376,161665925120
5/6/2019,3775.08,3791.61,3647.13,3684.62,197472880,254115397632
5/7/2019,3702.27,3738.17,3671.83,3720.66,132847656,183659167744
5/8/2019,3648.55,3722.92,3642.5,3667.46,112867352,145058496512
5/9/2019,3637.35,3656.89,3584.82,3599.7,101037392,141829095424
5/10/2019,3643.06,3732.91,3589.29,3730.45,148003840,195067166720
5/13/2019,3675.76,3702.89,3658,3668.73,103391856,135053926400
5/14/2019,3630.43,3683.26,3630.43,3645.14,102313456,135262871552
5/15/2019,3674.99,3741.04,3674.99,3727.09,110161768,152534548480
5/16/2019,3720.04,3745.13,3707.89,3743.96,116258272,139851939840
5/17/2019,3744.87,3745.36,3637.58,3648.76,128453248,154092355584
5/20/2019,3635.74,3644.5,3583.83,3617.79,108963480,134194266112
5/21/2019,3619.43,3690.09,3610.67,3666.78,111022920,133071380480
5/22/2019,3663.14,3679.27,3634.75,3649.37,98346128,121775243264
5/23/2019,3629.53,3631.47,3578.11,3583.96,99897784,125611966464
5/24/2019,3584.89,3623.38,3580.79,3593.9,80934048,101337497600
5/27/2019,3592.6,3648.03,3556.26,3637.2,108830872,133399052288
5/28/2019,3633.02,3683.23,3627.79,3672.26,117886240,148966342656
5/29/2019,3642.54,3693.23,3637.35,3663.9,93355440,120002035712
5/30/2019,3648.85,3650.97,3612.62,3641.17,94202560,112864075776
5/31/2019,3641,3668.17,3627.54,3629.79,89222264,108264202240
6/3/2019,3640.61,3672.81,3613.12,3632.01,100723184,123902443520
6/4/2019,3632.56,3636.12,3584.46,3598.47,87097096,109467238400
6/5/2019,3627.79,3634.45,3593.95,3597.11,88642016,114634227712
6/6/2019,3601.04,3601.04,3557.02,3564.67,85534400,104367267840
6/10/2019,3578.01,3623.73,3568.28,3610.74,92375064,117346607104
6/11/2019,3617.52,3723.13,3617.52,3719.28,143482800,180899069952
6/12/2019,3706.86,3711.87,3683.93,3691.1,119178856,132296097792
6/13/2019,3689.58,3697.59,3654.27,3685.38,96331720,110459904000
6/14/2019,3690.48,3709.64,3650.9,3654.87,101817008,116584259584
6/17/2019,3654.43,3683.77,3645.5,3654.82,72976680,93092577280
6/18/2019,3661.12,3675.64,3638.78,3667.62,70692264,89472843776
6/19/2019,3761.34,3771.35,3715.12,3715.93,125595712,172574179328
6/20/2019,3718.93,3845.79,3717.18,3828.52,168872080,227726983168
6/21/2019,3832.73,3856.09,3817.31,3833.93,153635152,199961608192
6/24/2019,3836.31,3853.55,3819.77,3841.27,100084624,143644737536
6/25/2019,3837.42,3838.06,3755.01,3801.31,124075912,169358786560
6/26/2019,3779.51,3809.76,3771.72,3794.33,81820280,112106856448
6/27/2019,3807.54,3854.08,3805.83,3834.82,105316360,156483420160
6/28/2019,3832.06,3835.23,3803.05,3825.59,84766136,116512047104
7/1/2019,3899.33,3936.66,3886.9,3935.81,158370336,217470255104
7/2/2019,3931.05,3942.42,3918.93,3937.16,131863496,173997047808
7/3/2019,3927.43,3927.43,3878.84,3893.53,111992600,163145728000
7/4/2019,3895.2,3906.88,3854.68,3873.1,99342256,142669250560
7/5/2019,3875.37,3900.31,3857.92,3893.2,74006528,116236525568
7/8/2019,3875.75,3875.75,3775.03,3802.79,109539088,147198410752
7/9/2019,3798.1,3811.1,3774.76,3793.12,74842736,113147600896
7/10/2019,3807.95,3810.39,3774.23,3786.74,72833952,101355479040
7/11/2019,3806.18,3830.74,3774.4,3785.22,75311968,113674616832
7/12/2019,3783.07,3820.24,3774.52,3808.73,75465968,107007926272
7/15/2019,3792.63,3844.87,3745.85,3824.18,101205224,142493040640
7/16/2019,3819.25,3828.33,3799.87,3806.84,80730952,108449685504
7/17/2019,3800.11,3820.27,3787.89,3804.63,95183888,116766777344
7/18/2019,3793.18,3793.38,3768,3768.39,87496448,111669362688
7/19/2019,3787.51,3828.14,3787.51,3807.96,88086152,117797527552
7/22/2019,3813.5,3816.54,3765.43,3781.67,92101376,117810446336
7/23/2019,3783.54,3792.96,3768.76,3789.9,71313344,103866605568
7/24/2019,3803.59,3840.06,3803.57,3819.83,90940688,129940586496
7/25/2019,3821.38,3851.07,3812.95,3851.07,93740416,125899505664
7/26/2019,3835.23,3863.59,3832.52,3858.57,83259296,110929731584
7/29/2019,3857.93,3862.75,3842.42,3854.27,84814368,111679111168
7/30/2019,3861.57,3890.73,3861.57,3870.32,94123952,120480276480
7/31/2019,3856.75,3856.75,3830.09,3835.36,82151152,111083896832
8/1/2019,3819.32,3831.26,3791.55,3803.47,84114176,117649162240
8/2/2019,3729.12,3754.53,3720.06,3747.43,108335896,141874790400
8/5/2019,3724.4,3739.5,3675.68,3675.68,101325984,133061099520
8/6/2019,3609.11,3649.89,3575.86,3636.33,129833872,167267483648
8/7/2019,3654.62,3659.08,3621.42,3621.42,84238720,108667666432
8/8/2019,3651.36,3675.46,3646.93,3669.29,88457704,114981617664
8/9/2019,3686.75,3689.17,3628.12,3633.53,85295584,116355686400
8/12/2019,3647.87,3699.1,3643.32,3699.1,82083056,121129345024
8/13/2019,3675.59,3686.42,3658.01,3665.75,76500304,103764320256
8/14/2019,3712.07,3717.56,3680.61,3682.39,91202592,128301670400
8/15/2019,3618.01,3694.3,3612.11,3694,88598832,119241080832
8/16/2019,3697.93,3738.1,3687.08,3710.54,88319168,132696907776
8/19/2019,3736.03,3791.09,3720.68,3791.09,139327008,195448930304
8/20/2019,3786.03,3799.89,3778.73,3787.73,108602088,149115338752
8/21/2019,3778.31,3792.6,3775.45,3781.76,82299880,121688506368
8/22/2019,3793.86,3797.33,3771.2,3793.51,85807792,120708136960
8/23/2019,3796.87,3829.36,3788.03,3820.86,87954584,137802153984
8/26/2019,3756.36,3778.87,3753.15,3765.9,93859272,142350991360
8/27/2019,3791.46,3848.24,3790.87,3816.95,124731480,181748793344
8/28/2019,3818.81,3822.59,3790.13,3802.58,88750816,137667280896
8/29/2019,3805.49,3808.6,3774.39,3790.18,84083384,126475673600
8/30/2019,3816.67,3828.97,3778.91,3799.59,96695152,152408670208
9/2/2019,3803.68,3855.78,3799.82,3848.32,110289352,164994449408
9/3/2019,3852.58,3856.67,3833.76,3853.61,97714632,146270633984
9/4/2019,3848.64,3886,3846.41,3886,126628616,176839753728
9/5/2019,3909.21,3970,3909.21,3925.32,181656224,244681228288
9/6/2019,3946.68,3948.54,3922.34,3948.51,121882376,181718269952
9/9/2019,3980.96,3985.24,3954.87,3972.95,146809760,209545396224
9/10/2019,3976.87,3976.91,3938.74,3959.27,130889384,184494358528
9/11/2019,3969.67,3971.22,3922.95,3930.1,131594872,190165008384
9/12/2019,3944.68,3975.92,3933.43,3972.37,110241272,156750643200
9/16/2019,3981.36,3982.2,3943.37,3957.72,110259808,154736558080
9/17/2019,3947.15,3947.15,3879.49,3891.22,113694320,154899300352
9/18/2019,3902.99,3923.14,3902.51,3910.08,82056152,130159558656
9/19/2019,3923.96,3924.37,3897.07,3924.37,85984240,127421792256
9/20/2019,3933.46,3942.22,3921.4,3935.64,103455952,153162579968
9/23/2019,3925.18,3925.18,3868.21,3890.65,94036224,139223498752
9/24/2019,3895.87,3927.01,3886.13,3901.08,87783232,142341406720
9/25/2019,3887.55,3889.84,3867.23,3870.98,89520832,133224464384
9/26/2019,3884.7,3890.75,3840.25,3841.13,102698304,150806757376
9/27/2019,3843.46,3859.5,3832.25,3852.64,74003944,109130481664
9/30/2019,3842.07,3857.23,3813.55,3814.53,65931312,100487274496
10/8/2019,3818.59,3861.63,3818.59,3837.67,76657856,118365683712
10/9/2019,3822.61,3845.34,3805.07,3843.24,75854512,112406208512
10/10/2019,3838.49,3877.13,3829.42,3874.63,79222696,127474040832
10/11/2019,3885.52,3922.37,3868.84,3911.73,93412576,139817304064
10/14/2019,3944.86,3983.81,3934.73,3953.24,122393608,167857127424
10/15/2019,3953.15,3953.15,3928.14,3936.25,85273952,125117104128
10/16/2019,3939.28,3964.05,3919.02,3922.68,83229704,128558530560
10/17/2019,3929.38,3935.81,3913.91,3925.22,64863744,99991846912
10/18/2019,3935.41,3940.54,3864.97,3869.37,82321136,122186924032
10/21/2019,3865.34,3884.74,3856.04,3880.84,74182920,110858240000
10/22/2019,3896.31,3897.43,3870.55,3895.87,68918568,102843367424
10/23/2019,3892.67,3901.41,3862.2,3871.08,70198624,99733602304
10/24/2019,3877.91,3890.2,3852.58,3870.66,71334576,105096953856
10/25/2019,3871.77,3899.72,3849.03,3896.79,77453616,126677483520
10/28/2019,3904.98,3927.8,3897.82,3926.59,97406016,150762192896
10/29/2019,3929.71,3932.37,3910.23,3910.23,82257072,139611422720
10/30/2019,3904.72,3908.1,3883.45,3891.23,77872920,122610499584
10/31/2019,3906.86,3907.14,3878.87,3886.75,86714536,135012425728
11/1/2019,3883.81,3956.08,3876.41,3952.38,100689616,151471063040
11/4/2019,3964.01,3985.36,3964.01,3978.12,104193856,154485358592
11/5/2019,3982.12,4030.63,3970.87,4002.81,112911880,163317858304
11/6/2019,4006.33,4007.5,3973.78,3984.87,97312952,139859755008
11/7/2019,3984.55,4005.37,3975.55,3991.87,87254896,117751554048
11/8/2019,4017.66,4022.04,3971.57,3973.01,97106944,139026677760
11/11/2019,3948.62,3948.62,3897.55,3902.98,94155624,130330083328
11/12/2019,3905.96,3914.87,3877.74,3903.68,76543072,108828237824
11/13/2019,3905.28,3908.41,3882.42,3899.98,76749080,112057147392
11/14/2019,3905.92,3916.95,3895.13,3905.86,87008448,119791566848
11/15/2019,3908.49,3915.1,3877.09,3877.09,83730920,115423019008
11/18/2019,3874.43,3913.1,3868.32,3907.92,76645992,107085824000
11/19/2019,3904.1,3947.04,3902.37,3947.04,82161024,123227168768
11/20/2019,3940.12,3943.23,3901.99,3907.86,76815336,118003064832
11/21/2019,3894.54,3901.83,3875.97,3889.6,69130536,104147771392
11/22/2019,3894.16,3918.84,3833.5,3849.99,91042640,146981158912
11/25/2019,3850.97,3878.25,3839.41,3878.21,106066288,140851085312
11/26/2019,3893.42,3899.11,3869.59,3891.64,111513536,140213633024
11/27/2019,3883.42,3889.98,3862.7,3875.62,76437304,107238825984
11/28/2019,3877.89,3887.68,3852.01,3862.3,65230120,87081787392
11/29/2019,3857.18,3861.65,3804.83,3828.66,74144328,116200554496
12/2/2019,3835.51,3854.75,3829.31,3836.06,77412176,109992591360
12/3/2019,3829.21,3851.12,3811.62,3851.09,73611240,108703711232
12/4/2019,3841.65,3852.99,3831.07,3849.82,79683384,109646340096
12/5/2019,3863.61,3883.39,3859.82,3879.36,89051192,129357594624
12/6/2019,3885.06,3902.38,3878.7,3902.38,78648888,116424777728
12/9/2019,3909.53,3911.97,3885.25,3895.45,95353808,130873098240
12/10/2019,3886.43,3900.96,3882.09,3900.37,86262928,121118408704
12/11/2019,3907.15,3909.38,3890.34,3902.75,99765480,127690399744
12/12/2019,3908.45,3908.45,3886.12,3891.02,84708328,117874311168
12/13/2019,3928,3969.46,3925.28,3968.22,148571344,201018884096
12/16/2019,3970.71,3987.59,3953.51,3987.55,148486672,202154901504
12/17/2019,3987.74,4067.13,3984.52,4041.8,201162944,251637858304
12/18/2019,4039.72,4057.63,4025.34,4032.78,151351760,197620203520
12/19/2019,4034.62,4038.54,4014.89,4027.14,117900560,152553816064
12/20/2019,4032.14,4046.73,4014.92,4017.25,121267664,158460231680
12/23/2019,4014.68,4032.16,3964.37,3967.1,122816248,162048262144
12/24/2019,3971.56,3994.51,3963.66,3992.96,95989048,122499162112
12/25/2019,3988.65,4000.56,3976.36,3990.87,94938888,131896467456
12/26/2019,3993.66,4025.99,3993.54,4025.99,108860640,140814974976
12/27/2019,4029.25,4066.8,4019.72,4022.03,150926416,195090415616
12/30/2019,4015.52,4083.68,4001.5,4081.62,155971488,216814665728
12/31/2019,4077.75,4098.14,4069.01,4096.58,123264256,173119340544
1/2/2020,4121.35,4172.66,4121.35,4152.24,182116768,270105526272
1/3/2020,4161.22,4164.29,4131.85,4144.96,142826240,215216291840
1/6/2020,4120.52,4170.64,4102.37,4129.29,175309952,250182074368
1/7/2020,4137.39,4161.25,4135.1,4160.23,139489024,196389060608
1/8/2020,4139.62,4149.81,4101.98,4112.31,167585856,212406272000
1/9/2020,4145.52,4165.66,4143.58,4164.37,136886320,200150351872
1/10/2020,4177.58,4180.98,4148.48,4163.18,113031720,177827414016
