000300',沪深300,日线,,,,
日期,开盘,最高,最低,收盘,成交量,成交额
1/13/2020,4166.93,4203.99,4148.6,4203.99,119691984,199795490816
1/14/2020,4215.16,4223.5,4188.08,4189.89,129320784,196221272064
1/15/2020,4186.87,4193.87,4150.87,4166.73,104633136,163081928704
1/16/2020,4174.81,4175.29,4142.18,4149.04,100267640,156242509824
1/17/2020,4162.18,4177.02,4141.64,4154.85,98725680,166591594496
1/20/2020,4170.74,4185.96,4149.49,4185.83,122409144,202692296704
1/21/2020,4165.02,4165.02,4113.33,4114.31,130527504,204586876928
1/22/2020,4093.8,4141.18,4046.49,4131.93,126758760,208136142848
1/23/2020,4093.32,4103.52,3972.38,4003.89,160357600,250409353216
2/3/2020,3639.9,3732.15,3639.9,3688.36,157559648,243303104512
2/4/2020,3652,3786.86,3652,3785.63,213933328,298165764096
2/5/2020,3801.1,3866.01,3781.61,3828.53,174925520,264042921984
2/6/2020,3841.75,3914.91,3806.96,3899.78,176462240,262820085760
2/7/2020,3879.55,3899.87,3849.71,3899.87,151731760,237508820992
2/10/2020,3872.37,3920.16,3861.01,3916.01,148406976,229625446400
2/11/2020,3926.41,3970.52,3915.71,3952.46,143441680,219307114496
2/12/2020,3945.66,3984.42,3940.66,3984.42,126710320,200776712192
2/13/2020,3985.87,3999.55,3950.13,3959.91,145001840,228605968384
2/14/2020,3954.23,4001.56,3954.02,3987.73,143239808,222895079424
2/17/2020,3999.64,4077.45,3999.64,4077.41,182778976,273067819008
2/18/2020,4069.83,4076.38,4027.79,4057.51,163236224,242552520704
2/19/2020,4049.59,4085.16,4042.85,4051.31,169046448,257554530304
2/20/2020,4062.89,4148.52,4055.81,4144.66,212232624,310835576832
2/21/2020,4134.87,4184.43,4130.16,4149.49,217213600,326563987456
2/24/2020,4131.83,4149,4097.18,4132.83,212869296,326387793920
2/25/2020,4066.3,4126.71,4020.9,4123.85,244167824,372213710848
2/26/2020,4070.1,4132.77,4061.12,4073.02,261094064,366022426624
2/27/2020,4084.08,4110.52,4067.43,4084.87,181290976,282050199552
2/28/2020,3988.73,4031.14,3928.07,3940.05,230275088,330358915072
3/2/2020,3968.84,4092.54,3968.84,4069.66,219313552,317426204672
3/3/2020,4125.14,4147.64,4067.9,4091.36,219369776,330802593792
3/4/2020,4078.5,4115.25,4060.73,4115.04,182424736,281784877056
3/5/2020,4150.21,4215.85,4127.04,4206.73,231823120,362838818816
3/6/2020,4158.2,4181.31,4135.39,4138.5,172475712,253168631808
3/9/2020,4063.08,4063.08,3995.12,3997.12,208102032,305428725760
3/10/2020,3975.23,4093,3954.75,4082.73,197416400,296184446976
3/11/2020,4090.92,4091.27,4028.39,4028.42,161656112,244990869504
3/12/2020,3976.11,3987.42,3926.27,3950.9,157060464,233152839680
3/13/2020,3771.01,3937.17,3765.14,3895.31,188296720,280213454848
3/16/2020,3899.86,3899.86,3720.51,3727.84,185968256,282836238336
3/17/2020,3739.78,3786.88,3618.31,3709.67,166246128,250824032256
3/18/2020,3729.68,3775.85,3636.26,3636.26,155037552,244127170560
3/19/2020,3623.79,3647.99,3503.18,3589.09,180807408,271827468288
3/20/2020,3629.51,3663.95,3588.78,3653.22,139603008,211223068672
3/23/2020,3542.67,3585.8,3523.79,3530.31,137108784,197669617664
3/24/2020,3598.64,3627.76,3545.45,3625.11,143103024,208553836544
3/25/2020,3711.48,3732.64,3685.99,3722.52,153495952,231561527296
3/26/2020,3692.61,3736.25,3681.27,3698.05,112310664,169336307712
3/27/2020,3746.38,3758.78,3709.91,3710.06,124060992,186103431168
3/30/2020,3657.46,3690.63,3637.59,3674.11,126876672,180640808960
3/31/2020,3708.13,3716.07,3676.2,3686.15,111453024,161595506688
4/1/2020,3682.3,3731.78,3670.97,3675.08,119352624,170422566912
4/2/2020,3656.32,3734.53,3652.32,3734.53,115168208,168893251584
4/3/2020,3721.48,3738.83,3698.98,3713.22,99825080,150132817920
4/7/2020,3779.9,3803.62,3772.21,3798.02,142778032,207642820608
4/8/2020,3776.41,3793,3767.29,3780.34,111389512,161576779776
4/9/2020,3798.49,3801.72,3785.31,3792.81,100485032,154595328000
4/10/2020,3794.84,3824.74,3758.96,3769.17,102444960,162251243520
4/13/2020,3751.71,3769.87,3740.18,3753.26,79053344,119874306048
4/14/2020,3777.83,3825.76,3764.98,3825.7,110637584,170612588544
4/15/2020,3820.85,3829.8,3793.43,3797.36,108461984,169700212736
4/16/2020,3777.8,3807.36,3774.56,3802.37,95947968,147164299264
4/17/2020,3831.91,3863.45,3821.41,3839.49,132004304,203595268096
4/20/2020,3845.45,3853.79,3831.55,3853.46,100013112,151924080640
4/21/2020,3838.23,3838.23,3780,3808.05,102921888,155077459968
4/22/2020,3789.13,3839.38,3782.21,3839.38,85899464,135547281408
4/23/2020,3851.91,3857.47,3826.56,3829.75,95508448,142122549248
4/24/2020,3826.31,3827.21,3787.07,3796.97,94844136,138961190912
4/27/2020,3808.02,3842.87,3793.77,3822.77,95462736,145301143552
4/28/2020,3835.35,3859.68,3768.2,3849.15,122093472,184179752960
4/29/2020,3837.51,3880.74,3833.72,3867.03,95854592,151282106368
4/30/2020,3880.41,3921.7,3880.41,3912.58,132917128,202268278784
5/6/2020,3867.26,3937.69,3865.99,3936.25,139855680,214935961600
5/7/2020,3937.59,3941.48,3915.9,3924.89,105514648,167207796736
5/8/2020,3943,3979.66,3935.98,3963.62,116943344,190299586560
5/11/2020,3974.76,3998.1,3944.5,3960.18,122673800,193758101504
5/12/2020,3961.34,3970.11,3930.21,3960.24,98250552,157465772032
5/13/2020,3946.64,3972.53,3932.57,3968.25,88190672,145563385856
5/14/2020,3952.2,3952.2,3924.05,3925.22,88530000,143499182080
5/15/2020,3941.13,3945.2,3907.4,3912.82,92618384,153301499904
5/18/2020,3914.66,3946.43,3898.4,3922.91,112801760,188528115712
5/19/2020,3963.78,3966.85,3944.07,3956.25,94015288,159886213120
5/20/2020,3955.71,3955.71,3923.92,3935.22,100791152,157102538752
5/21/2020,3950.6,3951.74,3907.58,3913.79,94861032,149154136064
5/22/2020,3907.58,3907.58,3818.15,3824.06,103378360,157286498304
5/25/2020,3828.32,3835.63,3800.18,3829.32,79033328,127011913728
5/26/2020,3850,3874.75,3844.48,3872.77,77448080,125445619712
5/27/2020,3873.7,3873.7,3838.42,3845.61,83711832,123737497600
5/28/2020,3848.49,3885.42,3818.43,3856.63,93064056,139108417536
5/29/2020,3838.38,3872.3,3830.42,3867.02,93813832,135658135552
6/1/2020,3901.73,3976.32,3901.73,3971.34,136456656,208436510720
6/2/2020,3969.95,3991.78,3958.98,3983.57,144303056,195563307008
6/3/2020,4001.17,4018.68,3982.93,3983.65,136597488,200882765824
6/4/2020,3998.16,3999.81,3968.57,3982.19,104277736,149057863680
6/5/2020,3988.22,4001.25,3967.93,4001.25,102443944,154311344128
6/8/2020,4023.61,4050.22,4016.1,4021.95,137925808,193047527424
6/9/2020,4027.56,4052.16,4016.34,4047.03,115304480,166533971968
6/10/2020,4046.23,4046.23,4024.42,4039.71,112265728,166778634240
6/11/2020,4031.74,4043.01,3979.75,3995.88,127308944,197079433216
6/12/2020,3931.62,4011.06,3927.25,4003.08,134166648,193504051200
6/15/2020,3982.97,4007.14,3954.99,3954.99,131297856,211125338112
6/16/2020,3995.58,4014.57,3987.86,4014.57,111051536,185104023552
6/17/2020,4018.61,4018.61,3992.13,4017.59,105605800,176977510400
6/18/2020,4009.78,4047.56,4000.9,4044.38,138148768,210192924672
6/19/2020,4047.05,4109.36,4043.49,4098.71,152946992,255549800448
6/22/2020,4097.51,4126.94,4088.78,4102.05,155829472,259200516096
6/23/2020,4098.04,4124.73,4080.75,4121.79,129229512,234806509568
6/24/2020,4128.1,4144.68,4123.36,4138.99,121712464,224551436288
6/29/2020,4127.93,4137.37,4092.54,4109.72,130865856,226522054656
6/30/2020,4130,4174.42,4129.78,4163.96,125933520,227935698944
7/1/2020,4172.64,4247.78,4163.5,4247.78,169990464,305711808512
7/2/2020,4239.41,4340.1,4238.12,4335.84,252939360,399571517440
7/3/2020,4353.19,4419.6,4348.45,4419.6,290485536,442335035392
7/6/2020,4465.81,4678.11,4465.81,4670.09,405821024,597438234624
7/7/2020,4739.61,4796.32,4688.06,4698.13,406008544,635254734848
7/8/2020,4692.86,4803.36,4670.65,4774,348074848,532849819648
7/9/2020,4770.08,4854.12,4757.29,4840.77,351046880,556718751744
7/10/2020,4796.09,4821.37,4734.47,4753.13,316949664,510472060928
7/13/2020,4742.37,4878.08,4741.87,4852.96,321645440,541105094656
7/14/2020,4836.17,4860.44,4729.93,4806.69,297241984,511211044864
7/15/2020,4821.52,4837.48,4723.36,4744.47,272388992,486748356608
7/16/2020,4741.53,4772.56,4513.65,4516.25,284657120,511237947392
7/17/2020,4524.77,4601.37,4485.82,4544.7,207375568,372973895680
7/20/2020,4597.2,4681.94,4534.23,4680.3,246068912,416714227712
7/21/2020,4697.5,4714.29,4661.44,4691.04,200415664,356069801984
7/22/2020,4682.66,4790.45,4675.35,4714.45,224199216,386470871040
7/23/2020,4668.74,4731.4,4607.66,4712.44,234314576,405175271424
7/24/2020,4679.03,4691.7,4479.39,4505.59,243905200,437726707712
7/27/2020,4535.01,4558.12,4482.44,4528.45,171420544,301893353472
7/28/2020,4567.67,4590.25,4537.68,4568.26,162768496,292835786752
7/29/2020,4559.16,4680.56,4548.85,4679.01,186695312,350432657408
7/30/2020,4689.76,4704.63,4649.77,4656.15,166967568,324009230336
7/31/2020,4652.18,4741.81,4621.96,4695.05,184839024,351119310848
8/3/2020,4735.9,4771.37,4720.02,4771.31,214776240,401914822656
8/4/2020,4778.49,4807.08,4747.77,4775.8,239974992,426411360256
8/5/2020,4761.76,4786.7,4711.27,4777.11,196700544,347407843328
8/6/2020,4779.24,4791.86,4691.16,4762.76,227854400,404323401728
8/7/2020,4742.29,4749.02,4637.84,4707.93,213518208,397041205248
8/10/2020,4681.76,4757.66,4646.29,4724.87,203788832,371297550336
8/11/2020,4730.37,4791.53,4674.86,4681.78,205546512,350828593152
8/12/2020,4668.89,4681.62,4566.27,4647.64,202887232,347298660352
8/13/2020,4666.49,4671.77,4626.1,4635.71,152550096,250945863680
8/14/2020,4627.61,4708.07,4617.63,4704.63,147292928,254343938048
8/17/2020,4727.12,4838.09,4721.36,4815.23,268001552,416469155840
8/18/2020,4816.57,4825.39,4788.83,4812.76,189139856,314395918336
8/19/2020,4804.67,4809.05,4738.01,4740.68,192442944,319403294720
8/20/2020,4708.13,4721.44,4662.8,4679.15,158368640,260486561792
8/21/2020,4717.79,4739.48,4684.81,4718.84,142657856,251775156224
8/24/2020,4746.4,4769.47,4716.61,4755.85,151143520,272428695552
8/25/2020,4769.21,4802.41,4746.31,4761.95,141701344,262308790272
8/26/2020,4761.72,4786.42,4689.88,4706.13,151305184,277456355328
8/27/2020,4718.06,4731.94,4679.36,4731.35,119042848,223631507456
8/28/2020,4727.29,4850.49,4719.35,4844.27,159399760,305047896064
8/31/2020,4870.93,4901.21,4816.21,4816.22,202567024,357005066240
9/1/2020,4803.39,4842.14,4791.78,4842.12,138395408,262018072576
9/2/2020,4859.08,4863.55,4797.52,4843.89,157989520,280778604544
9/3/2020,4841.5,4877.01,4800.06,4817.1,145671200,279411982336
9/4/2020,4737.24,4778.2,4726.56,4770.22,120032800,238463336448
9/7/2020,4759.52,4789.3,4655.56,4669.37,148607792,282316406784
9/8/2020,4683.83,4707.9,4639.05,4694.39,139199232,249198133248
9/9/2020,4634.25,4645.2,4558.03,4584.59,162277104,244905197568
9/10/2020,4632.1,4647.75,4572.21,4581.98,150652880,226146353152
9/11/2020,4572.26,4630.88,4563.11,4627.28,115302424,198240927744
9/14/2020,4652.05,4666.99,4625.99,4651.05,107235176,211653410816
9/15/2020,4649.45,4691.5,4630.54,4688.48,101915928,194573680640
9/16/2020,4683.01,4690.68,4638.46,4657.36,108753640,196120182784
9/17/2020,4642.05,4664.95,4601.64,4632.71,105983632,214146646016
9/18/2020,4636.64,4737.8,4631.7,4737.09,160426480,281885933568
9/21/2020,4750.75,4752.98,4688.72,4691.43,124535824,224137904128
9/22/2020,4654.22,4706.21,4622.11,4635.76,119672944,202909220864
9/23/2020,4639.66,4665.96,4623.55,4652.33,95826528,190393466880
9/24/2020,4623.95,4631.95,4562.21,4563.07,112593680,193515880448
9/25/2020,4582.48,4599.54,4554.72,4570.02,93015152,167457374208
9/28/2020,4582.65,4613.63,4571.15,4581.91,85048392,159314673664
9/29/2020,4608.29,4616.68,4586.35,4591.8,85993856,159937888256
9/30/2020,4607.58,4634.72,4563.41,4587.4,89081200,165532221440
10/9/2020,4663.61,4695.4,4655.09,4681.14,111337512,229926731776
10/12/2020,4705.19,4823.27,4704.16,4823.16,155784560,307848544256
10/13/2020,4812.9,4845.92,4795.37,4839.2,116516336,242172559360
10/14/2020,4830.46,4830.46,4795.91,4807.1,111906920,229836210176
10/15/2020,4810.78,4833.89,4796.26,4798.74,109964960,213878276096
10/16/2020,4798.92,4825.55,4765.97,4791.68,116716104,204175130624
10/19/2020,4823.49,4849.6,4747.34,4755.49,129246360,225392197632
10/20/2020,4751.37,4793.47,4739.46,4793.47,98048160,185849200640
10/21/2020,4801.63,4801.63,4758.86,4792.83,103805704,189978705920
10/22/2020,4780.6,4791.81,4725.5,4777.98,101350888,194614968320
10/23/2020,4775.47,4802.46,4717.1,4718.49,106825184,200985821184
10/26/2020,4684.05,4713.39,4639.3,4691.24,108343272,205518995456
10/27/2020,4680.14,4708.46,4671.85,4699.28,92656304,186675544064
10/28/2020,4703,4753.31,4685.6,4737.27,108463400,226754265088
10/29/2020,4683.61,4803.03,4679.25,4772.92,117117248,252303507456
10/30/2020,4776.47,4778.51,4683.47,4695.33,139802304,280783323136
11/2/2020,4702.75,4738.02,4695.44,4720.83,142867696,279027679232
11/3/2020,4743.17,4793.4,4734.17,4777.56,136055408,252390555648
11/4/2020,4781.45,4825.46,4770.56,4813.66,114661808,230513770496
11/5/2020,4861.34,4885.11,4838,4885.11,139244592,281951928320
11/6/2020,4897.63,4897.63,4845.43,4885.72,153639040,305365090304
11/9/2020,4918.86,4997.8,4918.86,4981.35,197131984,371923288064
11/10/2020,4995.41,4995.41,4928.93,4953.88,176267216,334271447040
11/11/2020,4937.76,4957.58,4901.71,4904.9,164470512,303858548736
11/12/2020,4916.77,4926.34,4891.51,4908.46,118114616,227645915136
11/13/2020,4886.98,4886.98,4825.76,4856.85,133693080,255353110528
11/16/2020,4880.96,4904.17,4848.62,4904.17,148770976,266705027072
11/17/2020,4903.12,4909.29,4865.39,4894.79,151487456,288911392768
11/18/2020,4889.67,4911.09,4870.72,4891.67,164216608,290727231488
11/19/2020,4880.92,4939.79,4870.2,4927.99,133681376,247727128576
11/20/2020,4928.22,4947.43,4922.59,4943.29,129400344,229053677568
11/23/2020,4954.6,5029.65,4940.45,5005.03,205915184,333633814528
11/24/2020,4997.05,5001.06,4960.98,4974.29,156637904,264804433920
11/25/2020,4992.75,5004.77,4910.7,4910.7,170340528,277070643200
11/26/2020,4908.32,4925.29,4867.82,4919.59,137202336,239748153344
11/27/2020,4930.59,4980.77,4917.35,4980.77,162952928,253178970112
11/30/2020,4994.11,5055.19,4960.25,4960.25,262638944,396495847424
12/1/2020,4963.13,5072.55,4963.13,5067.1,204065632,328451031040
12/2/2020,5072.98,5090.61,5043.31,5067.14,195435472,310609739776
12/3/2020,5065.45,5072.3,5033.79,5057.06,177865744,275335217152
12/4/2020,5049.52,5072.39,5017.85,5065.92,144347168,257798815744
12/7/2020,5065.73,5067.87,5014.61,5022.24,139896224,264657764352
12/8/2020,5029.11,5043.06,4998.92,5009.88,123073032,234880647168
12/9/2020,5022.38,5033.64,4942.52,4942.7,138916960,260772773888
12/10/2020,4931.29,4962.74,4919.77,4940.52,125914272,229651283968
12/11/2020,4957.82,4957.82,4849.35,4889.63,159357696,275212730368
12/14/2020,4903.63,4937.26,4887.66,4934.84,120801552,247878287360
12/15/2020,4931.6,4954.19,4904.79,4945.1,118342632,248093392896
12/16/2020,4957.3,4968.86,4938.19,4953.87,106778968,229696045056
12/17/2020,4960.73,5021.62,4950.37,5017.48,133385480,270180352000
12/18/2020,5014.32,5027.44,4979.01,4999.97,128049616,258938552320
12/21/2020,4995.76,5048.51,4970,5046.84,140811776,298204299264
12/22/2020,5034.98,5055.13,4960.95,4964.77,162344976,326758825984
12/23/2020,4977.3,5028.45,4968.15,5007.12,140292816,308729020416
12/24/2020,5006.01,5033.04,4979.24,5000.02,114418664,246674472960
12/25/2020,4985.77,5042.1,4973.68,5042.01,121006976,243992264704
12/28/2020,5042.94,5089.34,5037.86,5064.41,136914400,281019252736
12/29/2020,5071.45,5077.42,5034.31,5042.94,141198656,279035248640
12/30/2020,5037.98,5113.71,5036.63,5113.71,148626448,296577826816
12/31/2020,5122.48,5215.62,5122.48,5211.29,171602512,358731382784
1/4/2021,5212.93,5284.43,5190.94,5267.72,211711376,452796186624
1/5/2021,5245.84,5368.5,5234.38,5368.5,224931152,498041946112
1/6/2021,5386.51,5433.47,5341.43,5417.67,193773440,444434382848
1/7/2021,5428.39,5513.66,5413.35,5513.66,219872080,473385336832
1/8/2021,5526.29,5547.47,5442.69,5495.43,204324960,473567657984
1/11/2021,5504.24,5555.69,5412.5,5441.16,231835984,522298490880
1/12/2021,5419.5,5596.35,5417.63,5596.35,224220192,486233767936
1/13/2021,5609.26,5644.72,5535.14,5577.97,261569888,546959720448
1/14/2021,5556.21,5568.02,5458.68,5470.46,243683376,501890121728
1/15/2021,5471.39,5500.63,5390.27,5458.08,238637440,475709931520
1/18/2021,5438.16,5541.46,5410.78,5518.52,207051872,422717227008
1/19/2021,5525.97,5532.48,5415.72,5437.52,211043424,433205182464
1/20/2021,5439.91,5496.05,5426.54,5476.43,170913264,373770387456
1/21/2021,5492.96,5593.11,5490.56,5564.97,209950192,453183668224
1/22/2021,5562.38,5573.66,5513.88,5569.78,199300016,456622211072
1/25/2021,5564.12,5655.48,5543.27,5625.92,197047024,508166995968
1/26/2021,5600.9,5600.9,5506,5512.97,171904592,415008063488
1/27/2021,5505.77,5534.99,5449.64,5528,160190848,376892620800
1/28/2021,5450.37,5462.24,5360.38,5377.14,170485584,376166514688
1/29/2021,5413.97,5430.2,5288.1,5351.96,182178784,390287687680
2/1/2021,5356.85,5422.3,5342.05,5417.65,166313712,346859077632
2/2/2021,5429.7,5503.21,5411.52,5501.09,165210560,380016721920
2/3/2021,5499.3,5532.89,5473.12,5485.2,188054320,404343619584
2/4/2021,5453.98,5510.05,5411.57,5473.95,180575648,397995212800
2/5/2021,5494.7,5550.77,5477.65,5483.41,189699600,395400118272
2/8/2021,5506.14,5576.49,5479.85,5564.56,164033776,367582773248
2/9/2021,5584.17,5686.25,5555.05,5686.25,164887264,378769113088
2/10/2021,5709.68,5823.42,5707.33,5807.72,170169792,417056456704
2/18/2021,5922.07,5930.91,5747.66,5768.38,218848688,507481227264
2/19/2021,5734.02,5787.89,5667.32,5778.84,214475776,456433795072
2/22/2021,5785.51,5785.51,5597.33,5597.33,282124384,543633145856
2/23/2021,5542.68,5644.76,5541.11,5579.67,233807728,424904458240
2/24/2021,5591.48,5598.83,5379.73,5437.57,225428608,472369201152
2/25/2021,5494.47,5527.63,5444.16,5469.56,230736032,412206170112
2/26/2021,5343.9,5416.32,5318.86,5336.76,212264544,405717712896
3/1/2021,5389.25,5421.56,5345.94,5418.78,177463520,358146539520
3/2/2021,5453.28,5454.97,5305.05,5349.63,196511120,376444616704
3/3/2021,5327.35,5452.4,5316.48,5452.21,194709056,337610309632
3/4/2021,5388.48,5392.37,5254.78,5280.71,212775216,384382468096
3/5/2021,5191.97,5307.82,5174.25,5262.8,202627952,352539770880
3/8/2021,5299.79,5326.26,5079.8,5080.02,230231632,407133814784
3/9/2021,5066.15,5094.31,4917.91,4971,230711008,414415224832
3/10/2021,5047.06,5055.28,4981.62,5003.61,169928496,309577416704
3/11/2021,5024.56,5138.41,5020.58,5128.22,189600768,333859192832
3/12/2021,5153.67,5153.67,5086.82,5146.38,201020592,323237740544
3/15/2021,5116.12,5120.88,4992.4,5035.54,204153088,330740531200
3/16/2021,5054.41,5084.31,5009.95,5079.36,161390048,271755051008
3/17/2021,5062.77,5123.55,5020.13,5100.86,149162368,263492419584
3/18/2021,5114.59,5160.46,5111.13,5141.77,142901520,260930043904
3/19/2021,5068.53,5089.92,4980.76,5007.09,164174848,282974486528
3/22/2021,5008.4,5071.34,4996.54,5057.15,167402624,264209104896
3/23/2021,5057.06,5064.02,4966.53,5009.25,158013968,255755386880
3/24/2021,4985.4,5024.33,4919.89,4928.69,159385984,265970024448
3/25/2021,4904.07,4950.76,4883.66,4926.35,132945192,219782053888
3/26/2021,4953.95,5050.83,4953.95,5037.99,145926704,273901928448
3/29/2021,5052.26,5086.65,5010.39,5046.88,143388208,266176593920
3/30/2021,5043.1,5106.04,5032.8,5094.73,138618560,254928011264
3/31/2021,5085.95,5085.95,5015.61,5048.36,141335744,241058480128
4/1/2021,5059.94,5115.43,5056.87,5110.78,120324888,211493322752
4/2/2021,5129.85,5169.83,5116.35,5161.56,127002256,248060379136
4/6/2021,5178.64,5181.15,5125.33,5140.34,109834208,213852438528
4/7/2021,5141.66,5141.66,5065.19,5103.74,145763744,246271180800
4/8/2021,5078.26,5129.13,5062.07,5112.21,141771040,228422008832
4/9/2021,5100.04,5100.04,5022.09,5035.34,128416512,221519790080
4/12/2021,5026.98,5045.6,4933.01,4947.75,152644320,267218190336
4/13/2021,4949.81,4994.54,4924.2,4939.64,132919360,225753235456
4/14/2021,4945.69,4987.12,4940.27,4980.63,120860840,221036281856
4/15/2021,4969.91,4969.91,4900.3,4948.97,108829384,213820882944
4/16/2021,4966.9,4979.17,4917.96,4966.18,111239920,213389180928
4/19/2021,4966.41,5088.21,4940.75,5087.02,154769824,307899793408
4/20/2021,5065.78,5119.86,5058.92,5083.37,136541696,276640595968
4/21/2021,5055.24,5110.56,5047.99,5098.74,124637280,242574999552
4/22/2021,5114.28,5119.22,5067.14,5089.24,121167648,241488855040
4/23/2021,5088.83,5149.98,5086.49,5135.45,122056992,264345190400
4/26/2021,5156.59,5181.11,5072.96,5077.24,151381968,325760385024
4/27/2021,5076.64,5095.98,5042.61,5090.52,123961840,254738006016
4/28/2021,5073.97,5119.45,5059.26,5119.24,120620320,272182525952
4/29/2021,5128.28,5170.59,5113.65,5164.17,140092480,294112460800
4/30/2021,5156.36,5163.25,5094.93,5123.49,160121616,315075100672
5/6/2021,5098.8,5132.9,5037.41,5061.12,158822624,323258253312
5/7/2021,5073.46,5093.75,4996.04,4996.05,172258320,304638394368
5/10/2021,5001.44,5019.39,4953.7,4992.42,170820592,282656800768
5/11/2021,4956.08,5033.49,4925.92,5023.06,151526496,270931623936
5/12/2021,5003.82,5051.17,4995.4,5044.55,126619088,228344004608
5/13/2021,4992.35,5022.08,4975.45,4992.97,132279408,237821394944
5/14/2021,5007.63,5112.98,4981.29,5110.59,159426176,318802788352
5/17/2021,5115.31,5206.69,5115.31,5184.99,153889632,335439921152
5/18/2021,5190.93,5201.67,5156.79,5187.6,118404264,238182268928
5/19/2021,5173.17,5193.56,5151.64,5172.27,118729984,250736279552
5/20/2021,5167.05,5201.59,5152.04,5186.41,138454768,277088468992
5/21/2021,5199.13,5216.16,5123.12,5134.15,124768488,268053626880
5/24/2021,5138.81,5155.59,5092.39,5155.59,126742336,278513123328
5/25/2021,5165.04,5324.36,5161.52,5318.48,182996832,404683292672
5/26/2021,5326.12,5344.28,5308.74,5320.59,169607104,346444660736
5/27/2021,5311.37,5378.48,5286.05,5338.23,148462848,311893688320
5/28/2021,5338.73,5360.28,5288.65,5321.09,164605808,330711891968
5/31/2021,5318.08,5331.63,5281.69,5331.57,144603264,321450803200
6/1/2021,5320.47,5343.75,5269.26,5341.68,143831472,321845854208
6/2/2021,5348.34,5352.64,5266.79,5289.97,137754320,296176189440
6/3/2021,5285.71,5314.37,5255.07,5255.29,141968880,285448634368
6/4/2021,5228.28,5334.49,5221.23,5282.28,144732080,292326047744
6/7/2021,5284.89,5286.84,5242.95,5277.63,127704968,280463278080
6/8/2021,5276.97,5319.04,5201.14,5232.12,130559536,304042213376
6/9/2021,5224.95,5253.36,5215.35,5236.45,121820320,255075450880
6/10/2021,5236.47,5299.53,5229.52,5271.47,138991968,301454327808
6/11/2021,5275.75,5276.1,5213.6,5224.7,180807168,365363494912
6/15/2021,5218.56,5225.5,5137.41,5166.56,142880064,330616602624
6/16/2021,5163.25,5164.52,5076.02,5080.49,125147984,298286776320
6/17/2021,5074.38,5123.37,5073.82,5101.89,120452520,281927286784
6/18/2021,5104.93,5128.03,5064.92,5102.47,148585808,356697112576
6/21/2021,5088.09,5123.78,5058.57,5090.39,132184512,331527127040
6/22/2021,5106.07,5125.82,5086.28,5122.16,130416752,313690357760
6/23/2021,5127.19,5171.03,5109.76,5147.39,136356064,358765658112
6/24/2021,5156.56,5160.43,5120.58,5155.97,126685624,312607440896
6/25/2021,5159.8,5251.61,5157.48,5239.97,154931056,368265658368
6/28/2021,5253.61,5260.64,5226.22,5251.76,133193784,337452761088
6/29/2021,5248.52,5248.52,5182.68,5190.54,125163000,314896842752
6/30/2021,5189.38,5231.43,5186.63,5224.04,103752672,281015517184
7/1/2021,5241.2,5252.26,5190.88,5229.66,127240624,324097409024
7/2/2021,5186.66,5186.66,5074.36,5081.12,130426424,342578954240
7/5/2021,5073.78,5098.23,5048,5085.79,131211592,335197798400
7/6/2021,5089.78,5092.21,5028.51,5083.1,140655216,362828890112
7/7/2021,5052.42,5152.77,5045.41,5140.49,148549056,336731406336
7/8/2021,5149.31,5151.22,5078.93,5088.26,173901008,397879869440
7/9/2021,5063.15,5081.41,5006.41,5069.44,160653232,352845594624
7/12/2021,5108.38,5159.41,5070.32,5132.71,206212032,437203140608
7/13/2021,5128.61,5154.05,5114.94,5142.1,166482208,361328476160
7/14/2021,5130.75,5130.75,5075.13,5083.08,188352720,372568096768
7/15/2021,5073.26,5153.81,5067.68,5151.46,181077104,372484079616
7/16/2021,5140.9,5140.9,5090.63,5094.77,169955984,362594271232
7/19/2021,5083.73,5120.82,5047.62,5113.49,153199584,340322615296
7/20/2021,5080.22,5114,5067.86,5108.99,129300048,283543142400
7/21/2021,5122.78,5160.54,5122.3,5144.04,167976464,390275530752
7/22/2021,5150.39,5171.21,5137.88,5151.75,185556864,418221654016
7/23/2021,5145.43,5145.43,5080,5089.23,216536848,435521159168
7/26/2021,5067.31,5067.31,4859.6,4925.3,228111712,495153643520
7/27/2021,4924.28,4940.86,4749.03,4751.31,236631232,521146105856
7/28/2021,4714.29,4785.66,4663.9,4760.48,192634400,419706142720
7/29/2021,4845.76,4857.97,4800.01,4850.27,173322048,415676104704
7/30/2021,4825.7,4825.7,4761.04,4811.17,182349776,420943921152
8/2/2021,4794.82,4938.82,4761.46,4933.74,227194912,524659458048
8/3/2021,4909.23,4957.03,4890.85,4934.46,203533360,471194140672
8/4/2021,4927.74,4979.29,4919.66,4978.85,175466464,425801416704
8/5/2021,4946.17,4997.14,4921.94,4948.67,167381824,398772207616
8/6/2021,4943.04,4944.35,4891.8,4921.56,154179680,371773603840
8/9/2021,4890.26,5002.89,4884.04,4985.56,182436864,408897060864
8/10/2021,4977.82,5043.76,4941.24,5043.15,167051904,410098761728
8/11/2021,5037.08,5059.79,5009.98,5015.34,182266080,373386346496
8/12/2021,4998.07,5016.26,4962.98,4973.35,168223728,361828384768
8/13/2021,4958.76,4993.74,4921.28,4945.98,158314320,352459063296
8/16/2021,4935.92,4973.38,4931.37,4941.07,161953376,340735131648
8/17/2021,4935,4967.56,4823.39,4837.4,187573472,388457136128
